7 9
6 0
73 6 302
160 167 937
152 142 784
123 95 880
42 88 806
79 129 287
86 25 94
52 65 400
138 168 528
118 2 607
140 47 482
161 16 666
42 18 105
115 23 774
170 9 685
134 43 695
59 21 749
48 72 387
61 167 455
91 168 235
166 120 626
37 68 570
71 149 852
94 154 31
159 104 300
99 103 545
38 138 967
64 159 120
156 35 663
1 79 570
138 98 875
43 38 679
44 37 511
161 154 361
171 88 842
121 118 256
59 145 381
123 85 383
39 91 744
169 75 75
120 17 470
157 106 242
104 68 485
9 84 673
129 106 754
13 53 684
62 93 430
1 53 772
158 22 43
115 12 445
159 103 859
97 126 213
126 101 430
126 133 143
94 138 604
3 50 539
95 145 166
115 39 394
29 89 47
168 31 863
114 147 82
50 135 31
59 107 864
126 123 878
166 24 196
130 133 69
158 149 909
42 157 719
28 168 899
87 140 810
166 170 755
28 35 969
167 6 95
148 70 855
67 122 53
137 158 26
148 106 940
24 47 395
74 76 470
132 155 370
53 58 844
36 72 665
42 102 862
19 95 502
156 29 897
92 91 79
159 79 448
110 45 789
132 161 962
5 127 743
21 59 667
17 67 456
113 127 528
91 130 320
16 20 924
154 139 323
41 91 378
84 138 485
54 106 227
111 40 895
129 85 84
105 49 895
31 13 281
114 136 329
51 169 450
94 81 684
95 5 392
50 136 59
157 56 931
124 80 64
32 153 288
102 76 187
152 114 996
78 136 630
78 40 92
53 166 205
145 131 5
165 163 356
31 150 836
26 103 472
82 18 752
163 108 201
155 169 110
61 52 560
21 89 564
145 136 657
72 79 700
62 83 802
75 118 795
137 6 484
167 1 7
43 57 169
5 134 673
170 171 693
44 88 771
65 151 407
148 159 888
90 158 870
119 134 232
4 80 532
119 56 487
49 42 439
36 59 18
133 4 501
117 51 622
68 100 251
66 14 434
148 82 395
73 161 310
141 153 850
87 154 817
103 42 901
139 46 232
132 152 695
79 15 245
38 119 397
130 58 610
129 45 753
76 159 999
45 76 468
89 32 810
91 15 275
53 137 870
80 32 894
101 2 70
11 21 574
129 139 838
92 48 915
52 169 695
103 157 5
69 162 258
161 16 194
88 67 89
37 76 579
121 25 763
93 111 852
133 124 821
114 87 142
81 142 650
27 122 942
50 25 476
66 122 100
125 27 815
50 6 373
144 31 722
91 60 136
140 101 188
49 16 901
66 138 376
25 166 270
146 37 332
148 25 964
149 33 523
145 163 164
17 136 80
166 134 836
164 36 394
49 31 852
143 147 456
0 123 715
63 10 819
73 107 736
164 81 286
104 50 256
163 42 923
167 51 344
63 88 218
131 30 8
141 117 776
129 138 352
53 89 660
76 118 917
49 97 840
97 126 160
104 13 636
30 157 868
152 116 487
39 44 925
37 126 328
41 135 113
127 49 291
105 168 336
142 129 434
103 73 38
122 64 918
75 147 190
146 65 649
99 137 872
52 95 479
123 4 353
89 82 624
15 56 679
93 114 242
47 34 746
19 91 222
151 90 635
143 43 570
1 58 245
125 18 629
11 146 443
122 145 690
75 73 839
12 27 800
151 30 973
89 80 696
51 27 179
167 165 783
136 30 54
134 27 491
18 14 898
79 29 997
57 93 383
166 108 390
114 142 453
146 129 693
64 108 570
61 43 888
83 17 796
30 1 300
168 144 217
58 109 128
116 147 39
57 92 954
87 12 481
59 29 638
19 163 261
146 42 653
167 50 325
23 128 785
148 146 380
95 93 728
55 30 589
114 139 769
46 157 673
69 169 939
129 99 224
150 78 280
24 68 973
121 10 531
7 99 709
138 150 545
32 143 767
41 117 533
39 21 617
13 101 729
47 3 372
104 33 259
110 29 23
102 2 914
122 79 288
158 141 666
112 34 696
34 36 830
71 5 38
55 28 838
49 43 938
167 148 970
151 106 536
47 72 464
52 51 280
46 67 164
118 166 574
75 78 34
31 72 597
134 10 312
165 109 418
54 57 58
108 110 407
57 1 743
155 93 46
78 3 151
11 75 146
56 71 413
161 29 793
52 50 651
5 46 882
19 127 777
0 53 371
13 41 996
21 31 580
149 155 636
42 67 154
25 167 261
102 162 164
5 104 229
129 5 135
117 35 592
40 38 958
79 93 669
46 131 918
84 44 484
130 47 481
147 107 214
101 48 426
18 87 510
154 40 926
34 78 73
100 161 344
37 13 397
91 18 902
17 117 367
143 66 132
82 163 935
99 171 464
108 124 582
138 63 252
87 57 648
102 73 286
168 164 209
123 89 47
108 99 50
132 6 832
144 157 426
147 101 221
1 147 49
117 162 692
158 15 938
158 116 447
156 115 184
12 169 454
125 112 427
151 105 67
47 49 629
29 104 919
37 167 663
135 2 421
29 139 97
2 148 216
49 97 807
92 114 670
4 9 497
122 119 945
87 149 190
18 105 605
158 132 733
158 161 983
10 152 645
71 31 107
134 9 972
43 168 120
149 14 588
135 80 24
0 127 231
171 130 448
59 91 987
69 31 691
42 104 956
149 108 251
125 104 694
53 171 997
159 168 93
150 39 735
121 59 460
67 155 602
163 134 292
137 99 503
44 151 737
148 21 747
131 171 885
23 123 402
134 144 778
157 72 574
167 96 417
10 21 13
161 143 266
57 36 850
92 165 451
42 20 78
114 56 564
114 85 931
151 70 402
111 43 870
166 81 275
152 56 595
99 111 39
164 56 652
147 46 673
68 72 445
94 70 682
106 38 211
6 128 715
15 143 270
58 157 693
94 89 172
79 170 392
167 64 297
29 85 814
95 8 605
40 98 402
102 156 197
162 171 393
107 4 582
36 96 836
98 105 245
149 21 249
20 39 480
159 113 120
30 119 236
91 107 355
10 118 861
147 32 782
115 6 707
6 51 853
42 114 544
152 93 391
16 5 794
7 88 611
41 59 983
63 122 77
12 49 169
75 5 856
87 88 154
6 107 424
124 29 471
163 59 17
28 88 278
103 87 765
50 125 995
51 43 963
67 40 174
30 47 651
74 161 137
149 75 626
117 91 207
15 126 447
161 0 270
152 112 671
140 142 648
11 104 987
31 7 344
114 18 864
65 26 67
105 151 870
4 33 121
82 98 636
81 52 334
12 170 97
122 138 160
80 30 313
130 24 315
126 69 331
147 131 124
119 82 131
63 129 706
103 42 532
164 154 971
159 31 7
45 114 456
153 7 467
12 135 628
151 160 317
158 32 360
7 97 202
47 95 324
14 102 734
153 152 618
84 38 275
123 63 919
39 99 973
23 89 658
91 81 411
138 155 91
68 143 179
161 168 745
110 125 498
58 65 81
12 20 273
64 151 843
53 4 930
24 160 803
86 11 276
39 125 770
115 127 465
130 135 663
23 90 122
116 17 965
112 145 108
110 82 358
157 136 715
121 119 236
13 55 687
148 162 260
145 20 870
32 50 852
5 165 895
65 6 426
138 2 899
120 146 884
153 149 926
168 13 913
49 96 492
137 18 807
153 127 677
92 112 517
146 78 895
15 154 146
7 98 980
15 52 339
6 21 183
46 75 331
65 85 774
122 25 425
89 13 195
149 127 278
145 25 300
151 170 300
84 52 243
79 49 636
1 34 487
136 115 561
28 63 464
2 135 799
127 162 419
120 90 729
109 1 534
125 47 69
144 91 163
35 170 962
40 19 675
159 161 753
122 155 716
97 23 155
73 65 912
83 59 361
10 165 513
1 69 84
101 49 746
154 157 717
24 41 909
26 51 507
59 42 137
166 163 739
134 91 329
58 100 152
82 2 99
144 52 895
151 36 72
63 84 475
120 69 192
43 26 567
116 8 849
77 133 346
1 49 834
160 8 539
68 27 967
146 96 218
159 54 197
0 51 95
114 142 931
60 36 513
25 143 323
27 127 78
5 40 359
163 140 328
25 105 557
44 7 960
127 10 705
155 141 227
9 86 504
53 19 921
142 103 39
105 42 836
120 108 302
149 119 406
94 47 636
30 10 927
69 165 941
126 23 73
135 66 939
71 103 322
150 30 860
88 50 815
83 145 378
30 87 327
122 162 88
171 110 249
103 0 316
78 98 798
115 48 829
26 88 538
84 136 361
110 167 200
74 124 478
7 15 621
148 116 22
130 81 996
116 143 235
160 46 828
88 132 47
25 94 142
144 10 372
56 115 201
86 31 164
148 161 683
158 138 561
40 107 487
139 39 63
32 58 585
80 85 831
93 38 596
94 31 790
79 151 192
40 78 552
18 128 727
8 149 108
49 29 196
122 40 717
65 34 959
110 55 538
3 124 608
24 29 316
6 135 784
110 19 873
100 144 417
147 130 594
150 161 667
14 66 722
163 27 569
133 6 630
146 86 205
154 151 367
27 48 508
52 8 449
111 113 798
65 129 848
55 91 24
130 30 290
8 149 43
166 143 640
83 77 582
59 63 769
48 137 180
31 26 990
18 165 21
40 16 620
137 63 704
94 143 321
27 1 311
16 47 728
76 4 569
20 113 14
74 14 41
11 80 155
7 41 514
33 64 690
0 27 602
146 155 737
55 117 562
75 122 656
29 81 450
11 155 630
89 127 884
34 79 508
131 23 175
57 113 917
56 19 415
32 91 223
30 56 472
140 72 99
46 28 882
14 13 810
100 75 200
55 45 744
169 156 192
102 116 625
110 157 991
110 135 750
167 23 752
14 147 909
150 56 328
49 78 532
124 145 738
21 19 614
84 142 442
167 140 863
69 150 14
161 100 553
127 157 695
99 131 940
98 13 536
45 73 223
96 144 138
3 95 742
56 162 216
49 123 190
131 111 278
117 37 736
57 16 215
46 82 209
15 171 877
105 55 988
145 150 617
60 91 827
147 22 251
4 159 299
108 142 914
154 76 633
51 95 784
31 58 914
38 61 83
58 61 782
71 121 207
167 66 375
26 127 446
170 130 847
171 161 257
10 55 365
62 137 104
138 155 132
78 22 600
1 103 619
164 148 747
4 72 627
152 161 727
39 159 907
152 121 874
71 151 536
136 150 635
48 92 103
74 19 284
168 130 147
33 142 487
8 31 212
49 70 328
106 167 40
10 127 153
150 96 145
127 22 228
120 37 195
8 36 47
0 47 830
13 31 106
77 44 490
44 155 599
52 169 311
143 15 902
44 149 911
125 73 155
79 80 602
0 98 886
151 154 3
41 168 168
46 103 763
92 103 926
144 116 997
69 60 242
3 121 986
49 105 825
77 121 784
30 65 523
101 117 211
106 158 731
83 131 551
65 31 123
82 137 956
35 98 614
88 12 244
21 12 341
117 6 908
168 54 837
131 27 453
143 12 39
115 113 183
58 24 815
94 159 403
18 47 532
38 117 858
23 109 318
75 84 963
153 100 232
39 84 291
30 42 621
14 74 307
163 106 750
62 163 604
47 11 725
87 34 686
96 128 198
7 121 870
145 11 876
103 70 4
68 112 625
125 170 891
70 113 771
101 45 323
151 48 375
51 158 945
45 140 354
32 110 549
63 72 17
159 68 392
156 63 766
80 27 818
106 118 418
15 41 896
108 107 86
124 128 796
70 155 8
53 119 797
133 52 854
106 116 308
124 139 884
54 162 136
105 5 325
167 171 201
101 58 208
112 44 117
27 87 952
73 62 670
97 72 634
75 4 60
137 116 23
34 119 461
150 50 34
10 107 320
97 64 467
44 42 443
90 94 278
29 5 764
98 141 120
60 47 295
91 53 534
124 102 959
162 119 621
60 50 131
160 169 714
96 126 197
2 139 319
86 54 940
9 124 366
9 127 132
102 42 573
168 17 330
118 21 338
17 166 929
0 170 900
136 127 317
73 107 726
108 16 980
105 144 236
50 74 21
118 51 883
95 117 903
167 89 906
62 82 228
44 159 613
26 4 361
128 84 205
111 146 304
74 152 34
30 77 507
164 92 437
57 80 491
142 82 681
85 33 942
109 105 821
32 114 74
48 12 193
141 49 86
60 141 19
152 28 649
147 139 131
94 19 375
104 107 552
41 130 540
141 24 993
144 135 660
162 70 333
168 48 899
125 31 973
66 100 52
124 66 799
40 156 165
84 4 68
123 99 170
35 94 987
137 60 445
88 145 888
110 90 49
8 82 42
4 31 450
2 61 390
9 88 592
87 56 136
63 64 810
89 54 942
6 114 119
140 91 260
9 110 773
143 15 862
35 128 458
115 94 443
32 122 330
113 18 403
165 159 422
61 120 469
13 86 749
135 101 833
141 83 222
90 169 903
5 127 125
170 45 422
122 160 872
59 64 971
68 151 399
147 18 753
105 82 839
70 116 202
43 53 130
143 163 141
44 145 672
34 103 753
9 165 794
10 76 228
103 18 357
41 127 382
121 15 201
70 3 96
27 58 258
42 116 979
160 132 188
101 48 606
25 136 224
160 57 438
100 96 954
77 64 819
91 108 11
41 45 680
78 80 79
132 23 946
125 133 802
146 2 553
13 43 321
46 165 867
74 38 574
37 124 497
47 52 672
161 112 348
5 33 360
115 77 896
28 133 95
159 165 823
64 3 846
96 162 865
165 51 323
89 140 139
170 7 885
69 114 293
85 118 267
61 71 698
19 64 164
163 162 50
41 132 610
5 20 100
64 127 256
89 134 940
34 41 460
166 78 130
31 80 856
94 88 685
63 51 574
78 51 801
32 112 305
125 157 410
39 111 403
19 9 73
154 60 610
63 11 522
137 100 531
130 14 693
120 77 756
151 41 73
107 78 663
169 170 244
120 13 460
12 41 709
171 106 909
23 77 282
51 76 991
141 138 591
105 50 192
90 108 717
49 110 305
27 113 623
84 67 221
38 57 903
36 23 371
39 154 599
48 37 43
54 20 986
11 40 916
137 124 782
153 33 48
94 20 481
60 162 684
68 64 348
77 0 634
86 19 827
37 123 899
72 163 658
154 42 789
40 55 980
19 80 871
14 95 246
84 67 605
165 157 1
115 170 118
124 152 999
147 55 834
127 22 255
71 94 146
73 24 418
95 41 618
32 35 473
124 1 825
88 60 820
120 160 899
128 16 690
103 12 227
75 167 45
34 114 332
29 165 430
87 137 8
2 41 248
106 133 175
159 100 906
29 171 500
41 36 249
35 9 842
156 123 612
163 29 249
38 144 585
157 58 334
170 6 924
108 75 682
98 96 736
122 79 807
126 74 712
97 169 546
155 20 458
166 165 509
129 103 638
91 29 251
40 12 83
98 49 528
133 84 289
94 153 611
145 27 889
29 23 393
40 121 380
82 88 328
21 109 452
154 145 502
61 81 122
60 81 502
19 136 533
43 129 838
153 2 208
134 165 466
56 138 578
45 128 279
100 18 894
13 91 882
141 4 341
4 98 252
9 39 125
99 163 252
22 119 794
12 73 141
162 83 589
58 45 615
91 165 867
151 21 802
139 73 372
71 165 226
13 44 387
135 3 268
69 115 923
88 167 22
86 46 312
155 46 800
142 167 829
106 72 783
96 72 646
17 97 772
139 117 14
135 2 353
46 16 735
60 148 630
29 79 147
149 49 644
74 62 846
83 74 730
5 78 169
95 78 627
150 99 267
56 144 230
158 104 766
25 103 451
46 98 160
131 162 741
87 112 415
137 12 797
73 65 315
14 51 724
126 129 923
43 101 369
97 149 377
170 51 715
94 47 139
40 8 130
32 6 880
9 37 271
90 63 764
79 65 551
118 117 168
142 37 10
5 13 783
33 63 67
78 65 482
40 38 761
37 129 901
44 29 355
142 66 854
116 151 667
88 42 723
132 66 56
114 126 780
33 137 593
19 79 292
98 171 393
163 138 954
159 155 976
62 76 509
169 117 104
156 43 716
94 118 352
149 104 133
149 165 477
130 143 903
121 120 539
26 57 682
49 77 191
52 82 316
27 154 66
93 36 163
91 151 530
33 101 844
107 27 559
123 63 871
81 110 686
124 105 427
92 39 997
110 99 753
5 39 198
166 54 993
131 0 276
17 62 710
147 118 817
35 26 446
116 34 913
74 39 756
136 81 976
96 73 99
102 88 276
164 110 583
40 25 847
87 157 960
66 64 893
36 151 311
35 168 537
64 159 634
133 1 340
35 47 271
85 166 508
19 55 855
78 165 878
89 95 605
0 136 611
164 69 84
121 33 315
115 28 913
41 165 439
158 168 62
111 167 588
8 57 64
162 73 132
73 90 331
44 162 212
13 147 60
111 73 958
88 158 668
116 90 377
23 128 656
147 45 194
16 11 33
75 6 464
161 169 687
72 106 268
89 141 94
171 144 764
124 16 191
12 62 588
33 162 399
21 5 93
112 0 821
146 168 98
36 154 908
165 151 15
2 44 991
148 101 424
69 169 543
14 141 628
14 25 811
82 52 113
105 42 379
168 99 635
79 69 245
88 19 692
154 86 35
86 39 494
152 138 941
170 32 421
112 40 35
70 25 227
18 135 928
139 14 287
70 150 820
154 44 342
23 70 984
46 39 123
98 62 164
90 27 190
31 43 231
84 29 376
105 124 615
163 171 192
34 80 354
84 16 134
39 164 876
85 11 11
95 1 796
144 142 955
128 52 824
58 109 46
90 59 844
27 39 991
86 112 163
86 110 630
104 168 240
113 24 820
165 143 282
118 92 666
73 77 938
90 30 237
116 117 855
0 50 733
59 163 885
97 125 167
3 16 25
52 142 300
103 170 216
75 86 855
56 46 799
47 17 118
161 31 481
127 163 254
107 92 690
135 22 442
45 107 260
148 107 666
155 57 709
79 38 886
43 31 467
145 59 133
10 5 183
136 154 902
75 51 816
61 127 780
110 126 291
160 41 672
1 68 391
18 47 677
88 69 983
53 71 807
69 48 153
23 156 983
66 64 892
69 27 383
47 114 633
99 77 926
35 151 67
160 56 813
130 86 116
17 109 528
73 98 418
61 23 60
47 61 379
86 140 506
48 113 939
45 117 560
17 23 858
2 63 884
156 169 384
68 10 926
14 148 176
46 159 841
65 18 531
170 150 826
140 69 10
9 51 805
160 170 335
120 32 897
92 40 970
8 66 350
7 88 393
44 71 464
50 129 959
95 83 602
167 22 900
107 141 487
28 60 8
31 26 915
169 81 272
58 90 345
122 43 35
90 127 87
115 95 602
13 65 48
139 83 828
55 5 769
143 137 829
71 8 89
158 81 837
12 152 505
151 104 973
31 88 938
114 67 846
162 123 816
4 63 524
10 81 687
74 40 740
139 130 896
128 95 666
155 158 7
167 84 651
138 157 927
115 57 940
68 129 169
65 1 54
21 35 651
96 71 592
65 5 488
55 153 621
127 16 22
169 135 794
153 23 357
162 62 648
158 104 345
82 91 796
113 51 880
97 162 67
72 128 530
53 82 631
160 29 263
162 74 27
18 31 123
11 71 394
128 121 823
105 159 904
11 85 738
33 121 282
24 57 518
73 165 914
21 47 909
100 39 683
137 8 705
89 60 929
1 83 13
62 122 946
157 50 859
19 109 331
102 25 659
121 130 34
104 169 75
20 58 348
122 110 559
22 66 212
137 146 136
169 152 366
128 99 712
31 50 126
45 32 396
7 161 128
81 54 793
36 101 104
153 93 383
79 109 513
142 37 618
80 38 824
97 6 660
130 63 413
108 57 751
38 88 62
68 51 70
143 155 72
47 65 101
21 12 95
40 82 239
144 127 597
5 20 613
57 123 119
74 156 899
68 88 265
137 30 112
2 128 101
81 76 51
67 138 951
56 41 154
49 79 264
132 21 960
21 114 219
89 82 667
26 36 117
80 154 636
143 171 781
100 72 900
74 122 517
6 41 732
126 130 914
102 109 347
83 73 921
125 107 479
85 136 471
56 98 703
5 162 473
113 20 569
168 146 876
41 27 975
124 46 766
52 9 104
129 31 994
96 167 347
61 2 207
53 73 720
119 126 407
86 144 578
170 107 529
44 153 78
46 136 836
86 16 849
62 64 527
51 58 728
27 79 570
108 165 287
109 129 219
61 39 53
121 65 53
152 166 109
22 78 922
60 159 785
34 72 921
73 127 378
137 54 976
106 151 817
32 135 204
47 127 119
117 3 785
101 71 671
105 136 533
30 87 294
120 71 280
34 129 569
134 131 311
83 120 738
37 115 907
22 90 344
149 54 326
91 1 434
32 156 290
149 158 723
166 80 150
86 165 828
45 126 325
12 81 861
152 85 399
145 121 389
55 70 189
42 23 583
137 35 141
68 7 515
157 62 404
114 105 372
147 22 55
130 65 357
55 94 694
2 10 222
56 94 18
58 1 45
105 85 300
68 25 182
130 113 579
20 32 891
34 29 590
134 26 231
147 72 521
12 160 252
52 1 448
29 73 713
52 100 587
40 68 477
130 37 121
99 41 206
56 105 309
87 126 53
158 117 412
64 29 378
45 53 851
150 46 161
101 120 811
39 152 43
104 130 824
46 75 845
156 102 722
137 21 810
163 77 431
93 119 512
4 117 240
38 76 209
103 97 3
95 140 357
14 21 758
99 44 941
78 89 297
158 125 656
149 161 692
44 129 893
61 135 421
152 121 490
95 15 717
170 150 867
26 57 200
24 77 354
155 55 645
166 84 121
22 54 947
164 44 916
12 68 332
122 162 449
40 90 575
60 30 740
123 15 541
133 119 573
70 66 487
152 161 654
128 102 762
53 134 672
110 98 305
153 168 407
115 116 591
42 98 884
132 89 538
131 86 271
116 107 49
84 21 317
138 63 166
78 105 408
73 37 41
143 35 222
37 102 657
103 8 790
146 56 16
82 170 336
43 74 514
36 154 290
96 147 729
61 163 914
122 50 335
16 52 309
50 78 83
129 85 23
107 41 621
123 51 43
30 82 780
82 2 937
47 20 852
80 99 942
150 18 6
104 34 607
16 132 780
43 155 156
100 103 377
127 94 653
118 32 403
71 147 684
72 159 340
5 69 729
31 82 995
167 105 222
162 10 466
138 31 847
143 28 146
148 158 681
120 20 902
32 91 529
59 98 227
122 165 509
149 64 491
73 17 716
144 127 752
130 144 894
128 64 140
16 66 987
24 138 36
3 119 310
63 136 205
105 119 193
18 160 650
55 115 239
57 124 922
90 126 912
50 104 963
138 148 934
157 92 687
88 87 922
58 81 622
36 34 237
155 100 21
4 64 798
18 2 818
93 70 335
87 122 496
21 141 702
58 96 57
92 162 81
90 29 123
149 27 845
84 17 696
1 167 807
38 26 47
163 92 671
67 57 312
106 128 839
170 165 149
154 57 296
70 43 28
28 72 701
55 158 988
97 115 601
155 64 209
42 25 471
165 93 653
82 57 743
126 168 586
32 50 755
101 89 110
25 153 526
94 135 548
13 5 746
12 65 937
152 21 702
52 23 372
44 82 606
151 148 669
7 143 889
152 6 49
138 68 947
60 4 28
88 30 902
92 39 686
39 69 527
31 7 358
98 100 226
61 126 384
34 93 383
148 99 349
2 3 775
71 59 6
34 49 906
105 168 884
167 114 238
169 110 958
118 70 674
106 75 185
100 167 537
63 155 253
9 118 701
32 66 232
48 155 58
120 82 937
159 169 412
106 53 324
134 50 888
18 108 252
139 83 726
154 34 773
118 71 499
124 51 857
3 90 284
143 67 373
160 171 101
58 134 757
3 100 803
109 157 843
144 77 840
164 78 236
166 12 671
90 139 294
71 39 448
5 37 655
9 29 622
39 99 482
130 165 117
93 58 862
152 83 254
105 156 273
101 34 317
0 17 199
167 117 297
48 152 360
137 138 778
39 161 946
41 78 804
84 89 473
109 148 856
99 67 64
170 112 832
11 26 179
49 98 985
0 111 507
166 50 651
67 128 917
128 87 68
62 151 311
153 50 957
100 39 210
107 169 295
18 35 6
59 133 994
142 153 173
118 128 933
166 161 967
21 119 996
17 112 490
127 117 685
123 4 71
62 110 958
1 17 480
28 50 890
129 154 809
35 27 333
73 28 196
158 59 155
142 29 933
143 107 789
132 59 585
52 19 708
136 60 447
64 40 538
70 82 505
137 164 199
62 128 991
13 42 376
37 40 300
169 46 633
68 50 613
114 119 669
121 129 603
12 137 965
53 141 569
69 9 542
170 88 927
15 4 340
21 19 483
141 165 9
97 156 222
21 31 905
102 24 31
154 25 658
133 65 694
139 6 652
100 99 82
109 52 725
155 8 775
15 169 944
146 114 40
109 39 119
151 48 508
33 84 918
113 87 80
133 154 21
158 12 427
130 143 214
17 40 998
92 167 483
132 41 583
128 123 485
141 18 445
45 23 943
39 81 799
149 6 36
72 73 878
36 0 863
15 132 271
144 85 521
130 68 100
98 61 952
55 21 904
171 165 519
19 37 420
7 50 268
146 66 646
13 110 792
3 92 365
96 68 255
113 109 744
117 139 697
145 52 238
134 7 174
156 61 904
42 171 510
35 167 841
88 132 626
128 106 615
114 108 662
27 7 889
60 87 240
153 75 338
79 57 972
41 48 463
116 47 405
35 16 158
166 25 832
12 162 79
85 112 771
142 105 177
88 66 660
64 130 672
105 58 14
41 165 844
99 159 933
118 132 747
27 145 802
13 150 303
168 56 691
43 150 732
62 102 792
41 110 681
104 35 397
127 133 395
77 56 7
148 58 60
59 154 668
16 80 405
15 17 93
100 18 211
15 98 259
109 141 675
132 98 953
37 109 433
154 127 283
153 114 19
75 167 341
144 78 190
93 124 953
142 49 741
6 151 571
90 97 600
43 69 485
3 75 751
137 15 942
153 166 208
40 62 686
171 110 302
47 51 185
15 142 240
125 81 756
61 95 886
134 5 115
152 128 275
21 131 150
112 81 895
83 140 702
31 83 44
89 135 209
134 63 436
37 2 793
42 41 883
64 103 955
106 22 803
113 89 139
150 21 204
130 164 528
50 18 16
36 133 137
99 40 413
113 31 882
25 169 515
93 108 783
32 57 564
123 83 480
156 75 153
140 157 594
57 137 12
116 170 80
69 24 269
93 45 632
54 109 97
15 154 959
127 135 759
151 92 815
99 134 506
147 45 701
93 67 313
78 0 116
100 25 869
131 84 982
35 117 981
74 17 33
28 107 937
115 145 974
49 46 70
143 64 523
138 73 754
164 105 791
124 27 425
79 86 875
115 61 945
87 119 120
49 67 222
36 169 820
64 7 522
76 165 310
148 85 58
4 168 278
166 156 51
71 31 198
163 107 203
52 162 1
78 53 149
128 6 658
96 121 150
3 154 168
24 113 703
4 60 52
86 19 72
128 53 529
14 151 905
100 27 711
22 166 170
65 149 188
131 50 356
103 32 964
110 102 546
66 122 340
84 13 314
114 20 119
150 89 443
138 159 610
151 68 526
101 9 326
163 80 466
45 18 284
145 81 595
103 49 698
170 53 654
119 18 654
59 12 45
139 145 423
28 43 778
49 79 999
122 151 713
118 121 91
161 74 940
157 137 838
110 55 741
132 92 575
158 9 48
160 132 68
36 149 900
80 103 84
163 87 432
8 36 847
143 134 788
133 116 988
99 85 164
31 115 520
21 87 385
137 60 968
94 154 405
133 33 228
2 32 284
33 17 998
89 5 985
89 94 859
5 38 706
37 152 646
169 148 957
148 155 488
5 120 687
10 120 486
79 137 623
85 45 577
64 96 662
86 21 770
42 170 462
96 105 838
119 51 494
59 81 523
34 135 527
148 90 959
132 161 812
71 136 491
113 141 1
41 125 435
147 13 528
131 68 113
69 46 635
120 61 274
142 73 197
48 146 249
1 15 281
140 7 112
169 71 133
81 22 620
133 155 302
118 120 599
32 62 557
117 20 461
126 136 939
107 105 311
94 93 715
153 151 849
156 124 357
65 148 757
15 119 954
25 147 936
138 61 719
30 73 961
108 57 415
30 108 957
148 40 149
33 145 257
82 6 874
5 51 168
94 171 507
84 34 436
55 32 594
61 47 668
38 102 974
94 72 35
93 78 45
35 15 92
87 1 194
111 158 851
65 83 270
66 77 554
159 151 16
96 17 905
56 0 469
70 45 581
45 0 906
169 73 110
8 92 342
102 18 390
169 103 639
58 129 927
96 60 97
160 21 702
53 159 597
29 60 390
163 14 921
87 62 883
141 80 826
96 38 816
108 98 917
138 68 781
57 69 517
148 83 358
104 82 412
23 44 657
116 102 459
152 2 800
26 153 111
72 111 439
144 113 931
140 79 48
82 118 782
76 88 114
25 46 110
74 52 986
147 78 739
36 87 724
125 24 391
143 75 809
158 153 711
132 146 59
116 11 433
58 42 603
47 64 960
135 96 830
148 32 128
97 58 610
40 167 375
0 132 111
45 9 568
74 114 7
159 28 564
14 142 155
153 169 721
86 89 916
44 140 613
105 37 532
135 130 595
162 130 166
14 81 358
16 19 5
86 72 936
110 88 662
131 169 89
112 159 653
53 104 401
75 74 641
92 122 274
31 148 981
109 145 641
103 98 330
101 28 949
133 132 724
14 137 916
63 140 66
35 137 274
105 85 956
138 19 942
25 78 958
4 99 40
92 35 344
147 107 25
73 68 712
161 8 589
93 24 388
16 64 104
150 25 838
4 83 805
97 32 178
129 30 582
0 0
